,x,y,z,intensity
0,-5.0,-5.059999942779541,-0.5600000023841858,8.207777136703953e-05
1,-5.0,-3.319999933242798,0.05000000074505806,7.540699731301004e-10
2,-5.0,-3.2200000286102295,0.1599999964237213,6.909949279432226e-10
3,-4.900000095367432,-5.059999942779541,-0.5600000023841858,9.045952174346894e-05
4,-4.900000095367432,-4.960000038146973,-0.5600000023841858,8.264297503046691e-05
5,-4.900000095367432,-4.860000133514404,-0.5600000023841858,7.433516293531284e-05
6,-4.900000095367432,-4.75,-0.5600000023841858,6.573687278432772e-05
7,-4.900000095367432,-3.5299999713897705,-0.15000000596046448,7.711190574966054e-10
8,-4.900000095367432,-3.430000066757202,0.05000000074505806,7.873608431907542e-10
9,-4.900000095367432,-3.319999933242798,0.05000000074505806,7.741645102754546e-10
10,-4.900000095367432,-3.2200000286102295,0.05000000074505806,7.374585941910539e-10
11,-4.900000095367432,-3.119999885559082,0.1599999964237213,6.639591654256094e-10
12,-4.900000095367432,-3.0199999809265137,0.1599999964237213,5.828449389788659e-10
13,-4.900000095367432,-2.9200000762939453,0.1599999964237213,4.897801608727548e-10
14,-4.800000190734863,-5.059999942779541,-0.5600000023841858,9.837841207627207e-05
15,-4.800000190734863,-4.960000038146973,-0.5600000023841858,9.115595457842574e-05
16,-4.800000190734863,-4.860000133514404,-0.5600000023841858,8.322412759298459e-05
17,-4.800000190734863,-3.5299999713897705,-0.15000000596046448,7.468137774857553e-10
18,-4.800000190734863,-3.430000066757202,0.05000000074505806,7.821457370660312e-10
19,-4.800000190734863,-3.319999933242798,0.05000000074505806,7.844279670266019e-10
20,-4.800000190734863,-3.2200000286102295,0.05000000074505806,7.630279186265909e-10
21,-4.800000190734863,-3.119999885559082,0.1599999964237213,7.05020097857556e-10
22,-4.800000190734863,-3.0199999809265137,0.1599999964237213,6.331864477182592e-10
23,-4.800000190734863,-2.9200000762939453,0.1599999964237213,5.448662632190349e-10
24,-4.800000190734863,-2.809999942779541,0.1599999964237213,4.472122672183332e-10
25,-4.699999809265137,-5.059999942779541,-0.5600000023841858,0.00010554062464507297
26,-4.699999809265137,-4.960000038146973,-0.5600000023841858,9.915839473251253e-05
27,-4.699999809265137,-4.860000133514404,-0.5600000023841858,9.186965326080099e-05
28,-4.699999809265137,-4.650000095367432,-0.15000000596046448,4.5521053834818304e-05
29,-4.699999809265137,-3.5299999713897705,-0.15000000596046448,7.132217594296719e-10
30,-4.699999809265137,-3.430000066757202,0.05000000074505806,7.663727430440304e-10
31,-4.699999809265137,-3.319999933242798,0.05000000074505806,7.839970894707449e-10
32,-4.699999809265137,-3.2200000286102295,0.05000000074505806,1.3391581177302214e-08
33,-4.699999809265137,-3.119999885559082,0.05000000074505806,1.2977420915660787e-08
34,-4.699999809265137,-3.0199999809265137,0.1599999964237213,1.203572530528163e-08
35,-4.699999809265137,-2.9200000762939453,0.1599999964237213,1.0802247984997848e-08
36,-4.699999809265137,-2.809999942779541,0.1599999964237213,9.290651803439687e-09
37,-4.699999809265137,-2.7100000381469727,0.1599999964237213,4.028232469810433e-10
38,-4.699999809265137,-2.4100000858306885,0.05000000074505806,0.4445974826812744
39,-4.699999809265137,-2.4100000858306885,0.1599999964237213,0.457290381193161
40,-4.699999809265137,-2.4100000858306885,0.25999999046325684,0.46012499928474426
41,-4.699999809265137,-2.4100000858306885,0.36000001430511475,0.4527026116847992
42,-4.699999809265137,-1.8899999856948853,0.25999999046325684,0.33395862579345703
43,-4.699999809265137,-0.36000001430511475,-1.0700000524520874,0.430339515209198
44,-4.590000152587891,-5.059999942779541,-0.5600000023841858,0.00011165585601702332
45,-4.590000152587891,-4.960000038146973,-0.5600000023841858,0.00010633792408043519
46,-4.590000152587891,-4.860000133514404,-0.5600000023841858,9.995215805247426e-05
47,-4.590000152587891,-4.650000095367432,-0.15000000596046448,5.367971971281804e-05
48,-4.590000152587891,-4.550000190734863,-0.15000000596046448,4.542540045804344e-05
49,-4.590000152587891,-4.449999809265137,-0.15000000596046448,3.759831452043727e-05
50,-4.590000152587891,-3.630000114440918,-0.15000000596046448,6.089512782914142e-10
51,-4.590000152587891,-3.5299999713897705,-0.15000000596046448,6.713499201005391e-10
52,-4.590000152587891,-3.430000066757202,0.05000000074505806,7.402910506826288e-10
53,-4.590000152587891,-3.319999933242798,0.05000000074505806,1.3141769450442098e-08
54,-4.590000152587891,-3.2200000286102295,0.05000000074505806,1.3412506660870349e-08
55,-4.590000152587891,-3.119999885559082,0.05000000074505806,1.327880472246079e-08
56,-4.590000152587891,-3.0199999809265137,0.05000000074505806,1.2707704222236771e-08
57,-4.590000152587891,-2.9200000762939453,0.1599999964237213,1.1587150794412082e-08
58,-4.590000152587891,-2.809999942779541,0.1599999964237213,1.0206068878915175e-08
59,-4.590000152587891,-2.7100000381469727,0.1599999964237213,8.584279065360079e-09
60,-4.590000152587891,-2.609999895095825,0.1599999964237213,6.8637251438019575e-09
61,-4.590000152587891,-2.509999990463257,0.1599999964237213,0.44527772068977356
62,-4.590000152587891,-2.509999990463257,0.36000001430511475,0.45980966091156006
63,-4.590000152587891,-2.509999990463257,0.46000000834465027,0.45593127608299255
64,-4.590000152587891,-2.509999990463257,0.5600000023841858,0.44158539175987244
65,-4.590000152587891,-2.4100000858306885,0.1599999964237213,0.4522008001804352
66,-4.590000152587891,-2.4100000858306885,0.25999999046325684,0.4594443738460541
67,-4.590000152587891,-2.4100000858306885,0.36000001430511475,0.4560982882976532
68,-4.590000152587891,-2.4100000858306885,0.46000000834465027,0.44221067428588867
69,-4.590000152587891,-2.4100000858306885,0.5600000023841858,0.41861316561698914
70,-4.590000152587891,-2.299999952316284,0.36000001430511475,0.4425794184207916
71,-4.590000152587891,-2.299999952316284,0.5600000023841858,0.38754573464393616
72,-4.590000152587891,-1.4900000095367432,0.05000000074505806,5.536334037780762
73,-4.590000152587891,-1.3799999952316284,0.05000000074505806,0.4569450914859772
74,-4.590000152587891,-1.2799999713897705,0.05000000074505806,0.43091148138046265
75,-4.590000152587891,-1.1799999475479126,0.05000000074505806,0.39335519075393677
76,-4.590000152587891,-1.0800000429153442,0.05000000074505806,0.34708571434020996
77,-4.590000152587891,-0.36000001430511475,-1.0700000524520874,0.43746885657310486
78,-4.590000152587891,-0.25999999046325684,-0.8700000047683716,0.31938961148262024
79,-4.489999771118164,-5.059999942779541,-0.5600000023841858,0.00011645680933725089
80,-4.489999771118164,-4.960000038146973,-0.5600000023841858,0.00011238831939408556
81,-4.489999771118164,-4.860000133514404,-0.5600000023841858,0.00010713940719142556
82,-4.489999771118164,-4.650000095367432,-0.15000000596046448,6.242209929041564e-05
83,-4.489999771118164,-4.550000190734863,-0.15000000596046448,5.375815453589894e-05
84,-4.489999771118164,-4.449999809265137,-0.15000000596046448,4.532479579211213e-05
85,-4.489999771118164,-4.349999904632568,-0.36000001430511475,5.173201498109847e-05
86,-4.489999771118164,-4.239999771118164,-0.15000000596046448,2.999395292135887e-05
87,-4.489999771118164,-3.630000114440918,-0.15000000596046448,5.552179827006398e-10
88,-4.489999771118164,-3.5299999713897705,-0.15000000596046448,6.225642779078555e-10
89,-4.489999771118164,-3.430000066757202,0.05000000074505806,1.1885314954440673e-08
90,-4.489999771118164,-3.319999933242798,0.05000000074505806,1.2707792151900321e-08
91,-4.489999771118164,-3.2200000286102295,0.05000000074505806,1.3238521390235292e-08
92,-4.489999771118164,-3.119999885559082,0.05000000074505806,1.3392980946491662e-08
93,-4.489999771118164,-3.0199999809265137,-0.8700000047683716,1.2865964293951038e-08
94,-4.489999771118164,-2.9200000762939453,-0.8700000047683716,1.1968268154305406e-08
95,-4.489999771118164,-2.809999942779541,0.8700000047683716,8.820931540753918e-09
96,-4.489999771118164,-2.7100000381469727,0.8700000047683716,7.214022268442477e-09
97,-4.489999771118164,-2.609999895095825,0.8700000047683716,5.083991005960797e-10
98,-4.489999771118164,-2.509999990463257,0.8700000047683716,4.0201633688674576e-10
99,-4.489999771118164,-2.4100000858306885,0.46000000834465027,0.4478851854801178
100,-4.489999771118164,-2.4100000858306885,0.5600000023841858,0.4273310601711273
101,-4.489999771118164,-2.4100000858306885,0.6700000166893005,0.3976527154445648
102,-4.489999771118164,-2.299999952316284,0.46000000834465027,0.428025484085083
103,-4.489999771118164,-1.590000033378601,-0.05000000074505806,6.385767936706543
104,-4.489999771118164,-1.4900000095367432,0.05000000074505806,5.67561674118042
105,-4.489999771118164,-1.3799999952316284,0.05000000074505806,5.36475944519043
106,-4.489999771118164,-1.2799999713897705,0.05000000074505806,4.68343448638916
107,-4.489999771118164,-1.1799999475479126,0.05000000074505806,0.4392545521259308
108,-4.489999771118164,-1.0800000429153442,0.05000000074505806,0.3563392758369446
109,-4.489999771118164,-0.9800000190734863,0.05000000074505806,0.3046465814113617
110,-4.489999771118164,-0.46000000834465027,-0.8700000047683716,4.1545891761779785
111,-4.489999771118164,-0.36000001430511475,-1.0700000524520874,4.582613945007324
112,-4.489999771118164,-0.25999999046325684,-0.8700000047683716,0.3289278745651245
113,-4.489999771118164,-0.1599999964237213,-0.8700000047683716,0.2730157673358917
114,-4.389999866485596,-5.059999942779541,-0.5600000023841858,0.00011971894855378196
115,-4.389999866485596,-5.059999942779541,-0.46000000834465027,0.0001172806805698201
116,-4.389999866485596,-4.960000038146973,-0.5600000023841858,0.00011703116615535691
117,-4.389999866485596,-4.960000038146973,-0.46000000834465027,0.00011347291729180142
118,-4.389999866485596,-4.960000038146973,0.1599999964237213,7.034055306576192e-05
119,-4.389999866485596,-4.960000038146973,0.25999999046325684,6.118706369306892e-05
120,-4.389999866485596,-4.860000133514404,-0.5600000023841858,0.00011310847185086459
121,-4.389999866485596,-4.860000133514404,-0.46000000834465027,0.00010848247620742768
122,-4.389999866485596,-4.650000095367432,-0.15000000596046448,7.154908234952018e-05
123,-4.389999866485596,-4.550000190734863,-0.15000000596046448,6.26968831056729e-05
124,-4.389999866485596,-4.449999809265137,-0.15000000596046448,5.383889583754353e-05
125,-4.389999866485596,-4.349999904632568,-0.36000001430511475,6.0961785493418574e-05
